system,target,forecast_origin,quarter,shock,shock_z,flagged
System B,trimmed_mean_cpi_yoy,2025Q4,2015Q1,trimmed_mean_cpi_yoy,1.0975660906562412,False
System B,trimmed_mean_cpi_yoy,2025Q4,2015Q2,trimmed_mean_cpi_yoy,-0.5357036143344269,False
System B,trimmed_mean_cpi_yoy,2025Q4,2015Q3,trimmed_mean_cpi_yoy,-0.01331836653746112,False
System B,trimmed_mean_cpi_yoy,2025Q4,2015Q4,trimmed_mean_cpi_yoy,-0.2282398963201757,False
System B,trimmed_mean_cpi_yoy,2025Q4,2016Q1,trimmed_mean_cpi_yoy,-1.0320911236302732,False
System B,trimmed_mean_cpi_yoy,2025Q4,2016Q2,trimmed_mean_cpi_yoy,0.11300341856589378,False
System B,trimmed_mean_cpi_yoy,2025Q4,2016Q3,trimmed_mean_cpi_yoy,-0.26906148623239495,False
System B,trimmed_mean_cpi_yoy,2025Q4,2016Q4,trimmed_mean_cpi_yoy,-1.003315137724598,False
System B,trimmed_mean_cpi_yoy,2025Q4,2017Q1,trimmed_mean_cpi_yoy,0.6256810488771016,False
System B,trimmed_mean_cpi_yoy,2025Q4,2017Q2,trimmed_mean_cpi_yoy,-0.22097445975764116,False
System B,trimmed_mean_cpi_yoy,2025Q4,2017Q3,trimmed_mean_cpi_yoy,-0.15513479671832298,False
System B,trimmed_mean_cpi_yoy,2025Q4,2017Q4,trimmed_mean_cpi_yoy,-0.6730756523709948,False
System B,trimmed_mean_cpi_yoy,2025Q4,2018Q1,trimmed_mean_cpi_yoy,-0.4215331782029247,False
System B,trimmed_mean_cpi_yoy,2025Q4,2018Q2,trimmed_mean_cpi_yoy,-1.0973302075677063,False
System B,trimmed_mean_cpi_yoy,2025Q4,2018Q3,trimmed_mean_cpi_yoy,-0.5028083737113122,False
System B,trimmed_mean_cpi_yoy,2025Q4,2018Q4,trimmed_mean_cpi_yoy,-0.7129352433163122,False
System B,trimmed_mean_cpi_yoy,2025Q4,2019Q1,trimmed_mean_cpi_yoy,-1.4709913560426873,False
System B,trimmed_mean_cpi_yoy,2025Q4,2019Q2,trimmed_mean_cpi_yoy,-0.32972308757084684,False
System B,trimmed_mean_cpi_yoy,2025Q4,2019Q3,trimmed_mean_cpi_yoy,-0.745238766049901,False
System B,trimmed_mean_cpi_yoy,2025Q4,2019Q4,trimmed_mean_cpi_yoy,-0.9668013803607665,False
System B,trimmed_mean_cpi_yoy,2025Q4,2020Q1,trimmed_mean_cpi_yoy,0.25847024487082243,False
System B,trimmed_mean_cpi_yoy,2025Q4,2020Q2,trimmed_mean_cpi_yoy,-0.6439659850766222,False
System B,trimmed_mean_cpi_yoy,2025Q4,2020Q3,trimmed_mean_cpi_yoy,-0.01403876047297617,False
System B,trimmed_mean_cpi_yoy,2025Q4,2020Q4,trimmed_mean_cpi_yoy,0.6651573248964241,False
System B,trimmed_mean_cpi_yoy,2025Q4,2021Q1,trimmed_mean_cpi_yoy,-2.5057419612819176,True
System B,trimmed_mean_cpi_yoy,2025Q4,2021Q2,trimmed_mean_cpi_yoy,1.1334933182971345,False
System B,trimmed_mean_cpi_yoy,2025Q4,2021Q3,trimmed_mean_cpi_yoy,-0.5151664612559069,False
System B,trimmed_mean_cpi_yoy,2025Q4,2021Q4,trimmed_mean_cpi_yoy,0.3485172193051698,False
System B,trimmed_mean_cpi_yoy,2025Q4,2022Q1,trimmed_mean_cpi_yoy,1.7421649656494471,False
System B,trimmed_mean_cpi_yoy,2025Q4,2022Q2,trimmed_mean_cpi_yoy,0.6659173859370754,False
System B,trimmed_mean_cpi_yoy,2025Q4,2022Q3,trimmed_mean_cpi_yoy,1.7206829279224372,False
System B,trimmed_mean_cpi_yoy,2025Q4,2022Q4,trimmed_mean_cpi_yoy,2.380175009014986,True
System B,trimmed_mean_cpi_yoy,2025Q4,2023Q1,trimmed_mean_cpi_yoy,-1.1659676458710166,False
System B,trimmed_mean_cpi_yoy,2025Q4,2023Q2,trimmed_mean_cpi_yoy,-0.6614495836354873,False
System B,trimmed_mean_cpi_yoy,2025Q4,2023Q3,trimmed_mean_cpi_yoy,-0.7716380693842936,False
System B,trimmed_mean_cpi_yoy,2025Q4,2023Q4,trimmed_mean_cpi_yoy,-2.061164120831591,True
System B,trimmed_mean_cpi_yoy,2025Q4,2024Q1,trimmed_mean_cpi_yoy,0.9811917795854537,False
System B,trimmed_mean_cpi_yoy,2025Q4,2024Q2,trimmed_mean_cpi_yoy,0.9446893735878933,False
System B,trimmed_mean_cpi_yoy,2025Q4,2024Q3,trimmed_mean_cpi_yoy,-1.8422168381228652,False
System B,trimmed_mean_cpi_yoy,2025Q4,2024Q4,trimmed_mean_cpi_yoy,-1.5637593412819604,False
System B,trimmed_mean_cpi_yoy,2025Q4,2025Q1,trimmed_mean_cpi_yoy,-0.7222152825107657,False
System B,trimmed_mean_cpi_yoy,2025Q4,2025Q2,trimmed_mean_cpi_yoy,-0.5545145825473702,False
System B,trimmed_mean_cpi_yoy,2025Q4,2025Q3,trimmed_mean_cpi_yoy,0.4795912141099396,False
System B,trimmed_mean_cpi_yoy,2025Q4,2025Q4,trimmed_mean_cpi_yoy,0.164950734875392,False
