group_id,group_name,horizon_range,horizon_cap,features,selected_order,selected_seasonal_order,selected_by,group_origin_n,group_overall_metric_n,sample_size_note,model,horizon,n,rmse,mae
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",rba,1,53,0.744793,0.524528
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",rba,2,53,1.115753,0.762264
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",rba,3,53,1.532848,1.043396
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",rba,4,53,1.797063,1.207547
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",rba,5,53,1.94228,1.335849
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",rba,6,53,2.017097,1.388679
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",rba,7,53,2.025917,1.371698
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",rba,8,53,2.014242,1.367925
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",sarima,overall,424,1.652592,1.155351
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",sarima,1,53,0.603745,0.411548
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",sarima,2,53,0.976318,0.705039
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",sarima,3,53,1.392641,0.989358
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",sarima,4,53,1.816791,1.307295
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",sarima,5,53,1.89105,1.394385
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",sarima,6,53,1.960994,1.457643
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",sarima,7,53,1.976127,1.472539
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",sarima,8,53,1.990967,1.505006
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",seasonal_naive,overall,424,2.163358,1.518632
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",seasonal_naive,1,53,1.734554,1.249057
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",seasonal_naive,2,53,1.759342,1.281132
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",seasonal_naive,3,53,1.787377,1.313208
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",seasonal_naive,4,53,1.799528,1.333962
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",seasonal_naive,5,53,2.458178,1.709434
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",seasonal_naive,6,53,2.505616,1.754717
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",seasonal_naive,7,53,2.510018,1.760377
ELASTIC_NET,regularized direct multihorizon,1-8,8,cpi_yoy_lag1;cpi_yoy_lag4;cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;ppi_growth_lag2_sq;wti_growth_lag1_sq;cash_rate_change_lag1_x_unemployment_rate_change_lag1,fixed_architecture,,elastic_net_cv_per_horizon,53,424,"Elastic Net horizons 1-8 use only the past origin row (direct multi-horizon, lag-safe feature set).",seasonal_naive,8,53,2.506595,1.74717
