model_name,target,quarter,forecast,lower_ci,upper_ci,actual,error,hit,status
sarima,headline,2026Q1,3.38396223245594,2.22823857564943,4.57782392453726,4.0,0.6160377675440598,True,observed
elastic_net,headline,2026Q1,2.74267296836465,0.829541696023229,6.49557924245055,4.0,1.25732703163535,True,observed
ensemble,headline,2026Q1,3.15420212714121,1.17778127367813,5.94919752143175,4.0,0.8457978728587898,True,observed
sarima_trimmed_mean,trimmed_mean,2026Q1,3.5076312723791,2.73403967945725,4.24548215104349,3.5,-0.007631272379100107,True,observed
elastic_net_trimmed_mean,trimmed_mean,2026Q1,2.86014322007711,1.60809642081324,6.47593265841458,3.5,0.6398567799228898,True,observed
ensemble_trimmed_mean,trimmed_mean,2026Q1,3.29848561039962,2.48148456242981,4.58387914306688,3.5,0.20151438960037993,True,observed
