model_family,target_column,forecast_origin,draw_id,horizon,target_quarter,value
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,8,7,2027Q3,3.5151119391116485
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,8,8,2027Q4,3.6202484971496762
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,9,1,2026Q1,3.6463060054936567
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,9,2,2026Q2,4.067096989354349
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,9,3,2026Q3,4.514029388621166
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,9,4,2026Q4,4.97342184853361
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,9,5,2027Q1,4.780881780692074
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,9,6,2027Q2,4.384562779017924
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,9,7,2027Q3,4.067783806654557
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,9,8,2027Q4,3.588127585815917
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,10,1,2026Q1,2.9752428090325913
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,10,2,2026Q2,2.9998639692568285
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,10,3,2026Q3,3.270258787014731
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,10,4,2026Q4,3.231529758545615
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,10,5,2027Q1,3.1929220909285223
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,10,6,2027Q2,3.242958292188325
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,10,7,2027Q3,3.2889563691143553
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,10,8,2027Q4,3.6688353423934443
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,11,1,2026Q1,3.184827540511747
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,11,2,2026Q2,2.911427254443453
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,11,3,2026Q3,3.0413328913366575
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,11,4,2026Q4,2.942286042709099
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,11,5,2027Q1,3.0756424405957326
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,11,6,2027Q2,3.6509308859225795
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,11,7,2027Q3,4.513868664461677
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,11,8,2027Q4,5.429459422016279
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,12,1,2026Q1,3.4522459934687344
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,12,2,2026Q2,3.3356329239987392
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,12,3,2026Q3,3.174042294981463
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,12,4,2026Q4,3.084477281186566
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,12,5,2027Q1,2.6940691992895442
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,12,6,2027Q2,2.7043238543469883
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,12,7,2027Q3,2.6602635981209475
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,12,8,2027Q4,2.487697904102878
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,13,1,2026Q1,3.410885944085368
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,13,2,2026Q2,3.271262818484827
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,13,3,2026Q3,3.0386509194449984
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,13,4,2026Q4,3.354377730809906
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,13,5,2027Q1,3.33056121366448
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,13,6,2027Q2,3.5677793379119596
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,13,7,2027Q3,3.8003908891850733
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,13,8,2027Q4,3.7131115910791324
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,14,1,2026Q1,3.2190037944671395
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,14,2,2026Q2,3.30151680991967
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,14,3,2026Q3,3.42087331068584
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,14,4,2026Q4,3.4962346229400754
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,14,5,2027Q1,3.2660379034513967
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,14,6,2027Q2,2.843076602151669
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,14,7,2027Q3,2.31427697395507
