model_family,target_column,forecast_origin,horizon,target_quarter,p10,p25,median,p75,p90
sarima_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,1,2026Q1,3.217724495164216,3.358688084409542,3.5097802273783323,3.64883016484574,3.7841440631797774
sarima_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,2,2026Q2,3.109348161890457,3.3614914749734126,3.6762965557474843,3.9378420207243625,4.167056427349639
sarima_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,3,2026Q3,2.844307018469037,3.2081260712434623,3.6093158482692687,4.066685171989667,4.392358887394706
sarima_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,4,2026Q4,2.571010747089152,3.0092373131699164,3.5310161342959585,4.110593337175281,4.585036685786224
sarima_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,5,2027Q1,2.417664812638277,2.927926545987601,3.4819502240051357,4.1154616054872,4.722942989274329
sarima_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,6,2027Q2,2.296387159367854,2.813819796432969,3.4141003977443445,4.101091658146465,4.811030660241473
sarima_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,7,2027Q3,2.1458543725963635,2.7437261264869903,3.429967130674183,4.172787243874288,4.864358837113989
sarima_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,8,2027Q4,2.069008562194071,2.7200482645656963,3.4056430091082186,4.1820996510227815,4.906605272166882
