model_family,target_column,forecast_origin,horizon,target_quarter,p10,p25,median,p75,p90
svar_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,1,2026Q1,3.181785485884422,3.342563267108195,3.5113930795703223,3.6765585777653382,3.8204796944295847
svar_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,2,2026Q2,2.9813758721833983,3.281956842361863,3.5695602437564933,3.8621488452626553,4.134823460796323
svar_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,3,2026Q3,2.768644850827909,3.137013023813311,3.5317560551019302,3.9151154496423244,4.287813239952643
svar_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,4,2026Q4,2.555831883214355,2.967239122499253,3.450547240119895,3.93347172887328,4.366776301551467
svar_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,5,2027Q1,2.342101036332476,2.8224687350856876,3.380431474670581,3.8713235250020106,4.481297887371085
svar_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,6,2027Q2,2.1365233991370167,2.681664586946976,3.2683995207915064,3.8565945150819183,4.4293081329063755
svar_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,7,2027Q3,1.9892553698831605,2.6056881922889925,3.151458895563259,3.8348743183897573,4.427934172597075
svar_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,8,2027Q4,1.8716679084724268,2.487674400246934,3.0750783075974004,3.776429740452035,4.394943085270437
