Data Item Description,Series Type,Series ID,Series Start,Series End,No. Obs.,Unit,Data Type,Freq.,Collection Month,Table,Table Description,Catalogue number
"Percentage Change from Corresponding Quarter of Previous Year ;  All groups CPI, seasonally adjusted ;  Australia ;",Seasonally Adjusted,A3604508K,1987-12-01 00:00:00,2026-06-01 00:00:00,155,Percent,PERCENT,Quarter,3,64010Appendix1a,CPI: Quarterly Analytical Series and Seasonal Adjustment Factors on pre-October 2025 basis,6401.0
